bank_count_500m,bus_stop_count_500m,cinema_count_500m,clinic_count_500m,college_count_500m,hospital_count_500m,museum_count_500m,office_count_500m,parking_space_count_500m,recreation_count_500m,retail_count_500m,school_count_500m,temple_count_500m,competitor_count_500m,avg_restaurant_rating_500m,avg_review_ratings_500m,nearest_restaurant_m,place_id,latitude,longitude,search_area,primary_type,searched_as
30,0,1,36,27,9,1,73,4,19,73,39,9,32,4.290625,132.15625,6.539290176041434,ChIJRXsOCSUZ6zkRZEhcZFObr0M,27.6948482,85.33737599999999,Baneshwor,bakery,bakery
53,5,2,63,45,14,2,66,11,19,63,35,7,44,4.309090909090909,162.0681818181818,49.744909103254436,ChIJ-dFyKJAZ6zkRvxScJUX9OxM,27.6887907,85.3320652,Baneshwor,bakery,bakery
50,3,2,58,29,10,1,71,7,18,79,34,10,41,4.348780487804878,220.7560975609756,178.53472032689598,ChIJjR3b3ZcZ6zkREg-POh-MZf8,27.6926267,85.33438459999999,Baneshwor,bakery,bakery
3,3,0,19,2,13,2,33,2,6,16,7,5,10,4.2666666666666675,141.11111111111111,71.52120323406763,ChIJxUpPKgAZ6zkR2kuQSbNhGlc,27.6975983,85.3537532,Baneshwor,bakery,bakery
24,1,1,36,36,10,1,69,3,16,71,45,9,31,4.27,147.73333333333332,10.634449691848497,ChIJxTkRg94Z6zkRu4gcQeAt4qI,27.6947852,85.3401148,Baneshwor,bakery,bakery
24,0,0,45,23,8,1,61,4,17,46,31,13,23,4.2,118.21739130434783,7.858977000396782,ChIJ76PTRpkZ6zkRuAaGVb5-_-M,27.6990763,85.33840339999999,Baneshwor,bakery,bakery
4,2,0,29,6,13,1,44,4,14,43,17,15,8,4.4714285714285715,69.42857142857143,18.415831735983883,ChIJy9eRMYQZ6zkRENaKM59TGc0,27.6980811,85.3489345,Baneshwor,bakery,bakery
23,0,0,47,19,13,0,72,3,23,83,31,15,17,4.456250000000001,64.9375,252.03750060955048,ChIJ-xaVVwAZ6zkRcrXJgt8lwRQ,27.6809779,85.3443844,Baneshwor,bakery,bakery
26,0,0,44,21,8,0,65,5,14,68,23,16,19,4.3315789473684205,108.78947368421052,134.0941136539827,ChIJG-QCQvAZ6zkRFxMehz7NPSc,27.7010559,85.3411076,Baneshwor,bakery,bakery
23,1,2,27,25,10,2,60,5,18,62,34,9,26,4.296153846153846,159.34615384615384,186.27390224682668,ChIJAYkjOPcZ6zkRwAvq-YQK7PE,27.6955022,85.33346949999999,Baneshwor,bakery,bakery
16,6,0,25,20,11,1,51,6,10,69,27,16,7,4.728571428571429,31.428571428571427,122.83980699044577,ChIJyTiJyLIZ6zkRBbkbTeabyBQ,27.7034721,85.3286349,Baneshwor,bakery,bakery
9,1,0,8,11,5,1,13,3,14,24,9,10,4,4.7,69.75,163.80394505318725,ChIJ4_a9DAAZ6zkRlADcb7Vxxjg,27.7080804,85.3344413,Baneshwor,bakery,bakery
26,2,0,44,27,17,1,59,2,18,111,29,13,32,4.38,65.6,95.57097301135131,ChIJm-L6D44Z6zkRYQTZhavoHD8,27.6893999,85.3453112,Baneshwor,bakery,bakery
1,0,0,13,17,7,1,86,3,22,55,14,9,7,4.485714285714286,100.28571428571429,270.88034894937283,ChIJ7cbsXQAZ6zkRtc2iri3X510,27.6844175,85.3249306,Baneshwor,bakery,bakery
13,0,0,40,16,12,0,68,5,21,75,24,13,16,4.5,64.2,174.69550599647206,ChIJ0908hpUZ6zkR_iwra3jFUr4,27.6788874,85.3433775,Baneshwor,bakery,bakery
29,1,0,42,24,7,0,57,6,20,58,33,14,22,4.336363636363637,116.54545454545455,232.1131918080187,ChIJ5wpCn5sZ6zkRDqdL8LrYEBc,27.69889,85.3418059,Baneshwor,bakery,bakery
51,6,2,59,45,16,1,76,11,14,72,28,9,37,4.3,201.86486486486487,1.8517117663690636,ChIJ379PZV8Z6zkRFe3eTFwgqag,27.6866585,85.3351039,Baneshwor,bakery,bakery
51,6,2,60,45,16,1,76,11,14,73,28,9,37,4.2405405405405405,202.1891891891892,1.8517117663690636,ChIJ4b9QBb4Z6zkRRKK6tEl9OGI,27.6866734,85.3351124,Baneshwor,bakery,bakery
23,5,0,17,32,7,1,76,3,9,78,37,15,16,4.426666666666667,41.93333333333333,61.31250345398412,ChIJle1SdwAZ6zkR0Ty4ZmoT_Rs,27.7018615,85.3254694,Baneshwor,bakery,bakery
9,2,0,8,8,4,0,28,0,11,44,25,5,6,4.466666666666667,25.5,71.88033881334646,ChIJL21rS2EZ6zkRnhxjtuQwCQg,27.725261,85.3497719,Baneshwor,cake_shop,bakery
23,4,0,42,37,20,1,76,4,17,106,20,15,29,4.377777777777777,176.25925925925927,30.05918069989418,ChIJkacmgxkZ6zkRg4E8Qy9QBbY,27.688198,85.3416038,Baneshwor,bakery,bakery
20,1,0,26,16,8,31,45,2,12,114,22,81,68,4.492647058823529,144.2941176470588,33.77260997817165,ChIJtbX0xOkZ6zkRfjgaUTNh-ds,27.6759432,85.3228781,Baneshwor,cake_shop,bakery
52,4,2,22,18,6,22,69,17,76,100,28,39,112,4.5675675675675675,290.5945945945946,3.5522170610773647,ChIJ0RlJ4_wY6zkRYpyG8OuZsPo,27.7146621,85.31089109999999,Baneshwor,bakery,bakery
9,2,0,34,16,10,0,66,4,14,79,22,18,15,4.564285714285715,60.0,68.8071322802592,ChIJ4Wh9oHcZ6zkRJK_W0ch_bHE,27.676802,85.34260019999999,Baneshwor,bakery,bakery
28,1,0,46,25,11,0,69,5,21,58,27,14,22,4.254545454545455,119.63636363636364,81.52116626142893,ChIJrRnmVwAZ6zkRajdJOxH39O8,27.700451,85.33902979999999,Baneshwor,bakery,bakery
0,0,0,0,0,0,0,0,0,0,0,0,0,7,4.342857142857143,109.57142857142857,35.30836954061683,ChIJsQocDwAb6zkRpQaqnMbrB78,27.6941149,85.36684439999999,Baneshwor,bakery,bakery
79,0,1,49,1,18,15,62,14,17,90,23,102,55,4.205769230769231,130.48076923076923,92.06871880791678,ChIJE6B3X-kZ6zkRApl8rtqZ_Uo,27.7053724,85.3080152,Baneshwor,cake_shop,bakery
1,0,0,1,0,0,0,1,0,0,1,0,0,4,4.325,39.75,27.876990242925583,ChIJk7O87PwZ6zkRzwYpzIwUKr0,27.6943958,85.2851601,Baneshwor,cake_shop,bakery
20,1,0,47,20,13,0,74,6,32,81,27,15,22,4.490909090909091,93.9090909090909,265.0745041942448,ChIJXc83nysZ6zkRj_lWHCnLYrE,27.6831961,85.34337819999999,Baneshwor,bakery,bakery
52,5,3,60,35,11,0,52,10,18,53,33,8,46,4.280434782608695,201.02173913043478,16.384710429029287,ChIJx-rH-KEZ6zkRq-QvBJs71m8,27.6911566,85.33356479999999,Baneshwor,bakery,bakery
10,0,0,13,10,4,1,41,3,8,44,16,7,12,4.166666666666667,195.16666666666666,164.96124064771345,ChIJJU4P4ZUZ6zkRMRAGpxe9sRs,27.6879185,85.35038089999999,Baneshwor,bakery,bakery
6,0,0,23,8,6,0,59,4,26,82,18,17,14,4.392857142857143,85.07142857142857,34.43594874487929,ChIJh0SBWnAZ6zkRB9KDaEFogW0,27.6808154,85.3416953,Baneshwor,bakery,bakery
26,1,3,48,5,8,3,60,4,20,73,23,18,69,4.357971014492755,259.4492753623188,48.512732901753395,ChIJHXim3TQY6zkROol8Hc-8v0M,27.6782662,85.3125769,Baneshwor,bakery,bakery
28,4,0,51,30,20,1,66,4,18,114,26,16,32,4.37,170.8,75.7094345107444,ChIJU61MPJIZ6zkRASZo1bQGWtQ,27.687651,85.3431789,Baneshwor,bakery,bakery
16,1,0,30,18,8,1,91,3,24,100,21,35,18,4.433333333333334,95.5,115.5995227489194,ChIJGcw5gI0Z6zkRRlmp4nrRatY,27.6820656,85.3327213,Baneshwor,bakery,bakery
46,4,2,62,45,13,1,80,11,14,84,33,10,39,4.3307692307692305,193.84615384615384,81.06533892678397,ChIJkUvUZL4Z6zkRO4HDCMYzBXs,27.6874438,85.3321591,Baneshwor,bakery,bakery
27,4,0,51,32,20,1,69,4,19,122,26,13,29,4.4035714285714285,181.35714285714286,29.314647062012945,ChIJRXHEdEUZ6zkRuDOnwWgMIFc,27.6870955,85.342732,Baneshwor,bakery,bakery
2,2,0,17,6,8,1,29,2,9,21,18,10,8,4.35,153.875,303.39518353272,ChIJxzm8f78Z6zkR1F7lHwOY994,27.7009212,85.34987199999999,Baneshwor,bakery,bakery
28,2,0,49,30,16,1,61,3,18,110,27,14,34,4.403125,176.84375,95.57097301135131,ChIJd001AcUZ6zkRNucGCYx90tI,27.6888379,85.34457619999999,Baneshwor,bakery,bakery
22,5,0,46,41,19,0,79,5,18,114,19,14,24,4.252173913043478,201.52173913043478,70.18211761319961,ChIJx6Fe3pMZ6zkRf40G9ANpoL8,27.6883177,85.3409051,Baneshwor,coffee_shop,bakery
11,2,1,11,11,6,2,43,8,12,57,23,10,12,4.574999999999999,29.25,93.54178884698325,ChIJDx4CXwEZ6zkRtLFmjszyPzQ,27.6995034,85.3288218,Baneshwor,bakery,bakery
22,2,1,31,25,5,1,74,10,13,64,21,10,22,4.536363636363637,48.40909090909091,41.85597236741063,ChIJ1aQhkbwZ6zkR4Aoria2omQ8,27.692128,85.32995,Baneshwor,bakery,bakery
28,1,0,25,10,9,1,30,2,14,56,27,35,8,4.814285714285715,35.142857142857146,88.64362516774943,ChIJi2952UwZ6zkR9ngAApXEFkE,27.701903100000003,85.30029809999999,Baneshwor,bakery,bakery
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,523.8159356888613,ChIJSzZ6M3cZ6zkRmY2g0g4eMVU,27.7116034,85.3430666,Baneshwor,bakery,bakery
0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.45,572.5,18.261943286313972,ChIJJ_B0XhQZ6zkRmlzWtJr2X90,27.7278233,85.33425670000001,Baneshwor,bakery,bakery
22,0,0,43,24,10,1,63,4,16,60,35,13,25,4.204,110.84,28.124432998001286,ChIJg4zQapkZ6zkR2uBepetk5n8,27.6984652,85.338222,Baneshwor,bakery,bakery
24,1,0,43,25,10,1,81,3,20,113,28,11,32,4.312903225806452,94.03225806451613,37.73949070350577,ChIJHbh-aAAZ6zkRpVS96d5fs8s,27.686532,85.346147,Baneshwor,bakery,bakery
5,1,0,13,6,7,0,62,4,26,64,16,16,14,4.321428571428572,110.21428571428571,251.98402421627475,ChIJfaOkgewZ6zkRG4nnlti207M,27.6794255,85.3396441,Baneshwor,bakery,bakery
2,2,0,7,5,4,0,28,3,24,61,17,39,8,4.4625,114.875,150.2268611964404,ChIJDRaEEgAZ6zkRaOH0xFam8GI,27.6755784,85.3324956,Baneshwor,bakery,bakery
44,6,2,51,43,15,1,73,11,13,72,26,12,38,4.239473684210526,199.8421052631579,34.171349131388006,ChIJKVQympUZ6zkRBRMg4oHkNF0,27.6859483,85.3351977,Baneshwor,bakery,bakery
0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.6,52.0,387.66003897008034,ChIJGwbAm50Z6zkRLVfTKysonhI,27.7215391,85.3352453,Baneshwor,bakery,bakery
27,1,0,37,25,12,1,79,3,24,97,30,10,25,4.38,97.92,14.33588030274648,ChIJzZTBOgAZ6zkRcsb0oto6SgU,27.6848264,85.34568,Baneshwor,coffee_shop,coffee_shop
30,4,1,49,25,13,0,71,2,16,95,24,14,38,4.263888888888889,190.88888888888889,30.014589222280915,ChIJB3nJR2oZ6zkRkUFXAmWaso4,27.690782,85.34058019999999,Baneshwor,coffee_shop,coffee_shop
13,5,1,16,19,6,1,65,3,11,70,25,15,10,4.6899999999999995,48.3,96.46016187677182,ChIJC3bgcLIZ6zkR7NEQGI2jSkE,27.7017015,85.3276652,Baneshwor,coffee_shop,coffee_shop
53,6,2,60,46,16,1,76,11,14,87,27,9,40,4.26,192.525,8.056989879533248,ChIJl8FvK5oZ6zkRJ-EhEpmJXm4,27.6871427,85.3353988,Baneshwor,coffee_shop,coffee_shop
15,3,1,11,7,4,1,58,11,13,52,12,9,15,4.500000000000001,27.6,105.89195862297815,ChIJnSyI7isZ6zkRxnaBpJoekM0,27.6965625,85.32818750000001,Baneshwor,coffee_shop,coffee_shop
8,0,0,22,16,9,1,80,3,23,69,17,8,6,4.233333333333333,102.16666666666667,12.984653889830769,ChIJCeVIfQAZ6zkRp0lJSyltmco,27.6868099,85.3254951,Baneshwor,coffee_shop,coffee_shop
54,5,3,58,35,11,0,54,10,17,56,32,8,48,4.295833333333333,188.41666666666666,16.384710429029287,ChIJP9bPg70Z6zkR-COOrYoc5OE,27.6911255,85.3337272,Baneshwor,coffee_shop,coffee_shop
39,2,1,39,27,10,1,56,5,20,72,37,10,30,4.306666666666667,138.3,0.014834545745469139,ChIJrfNQdTAZ6zkRirRByvMlPE4,27.6942549,85.3347357,Baneshwor,coffee_shop,coffee_shop
29,1,0,44,25,9,0,69,5,19,66,25,14,20,4.245,102.2,61.175419443601164,ChIJFeCoGQAZ6zkRzvutDCXXo0o,27.7006875,85.3398125,Baneshwor,coffee_shop,coffee_shop
54,7,3,58,47,14,1,74,10,12,76,27,10,44,4.254545454545455,221.95454545454547,31.989007586590695,ChIJQW6G-esZ6zkR2H9SqKV8s5E,27.6879243,85.3355898,Baneshwor,coffee_shop,coffee_shop
7,1,0,30,21,9,0,50,1,12,78,36,13,11,4.333333333333334,43.77777777777778,177.7932885305962,ChIJQUREGAAZ6zkRF3ZutJyv4dI,27.6950822,85.34420709999999,Baneshwor,coffee_shop,coffee_shop
16,4,1,13,14,6,1,70,12,15,64,21,11,18,4.4111111111111105,25.166666666666668,178.63830819713485,ChIJAVN0ek0Z6zkREzuTWKujkv8,27.6960723,85.3303311,Baneshwor,coffee_shop,coffee_shop
35,2,2,41,38,8,1,85,7,14,92,30,15,28,4.225,160.07142857142858,106.32318486100576,ChIJ8-wn8Q4Z6zkR_zan4v2w36M,27.6842635,85.3333667,Baneshwor,coffee_shop,coffee_shop
18,2,0,26,14,9,1,47,6,20,55,28,14,7,4.485714285714286,82.42857142857143,83.0880763367558,ChIJrzg7iq0Z6zkR_zcJSosYdH8,27.7030384,85.33443199999999,Baneshwor,coffee_shop,coffee_shop
19,2,1,18,21,5,1,67,12,17,55,19,12,20,4.409999999999999,32.7,102.74377852844326,ChIJiVxnSQAZ6zkRPJjRsxyIXXA,27.6944883,85.3299941,Baneshwor,coffee_shop,coffee_shop
40,5,2,50,43,15,1,70,11,15,75,24,11,39,4.241025641025641,197.25641025641025,33.91870879559938,ChIJqeGNXwcZ6zkR7sRr9MlvGHY,27.6856406,85.3352208,Baneshwor,coffee_shop,coffee_shop
64,5,4,24,16,6,21,71,9,37,115,17,25,89,4.435227272727272,265.85227272727275,61.778162662351065,ChIJI1zpp2YZ6zkRFQyAF41RJwA,27.7112671,85.3151068,Baneshwor,coffee_shop,coffee_shop
52,7,3,55,43,16,0,70,9,17,77,23,9,48,4.264583333333333,243.47916666666666,61.825800366546716,ChIJycSbSQAZ6zkR4459tco5OHw,27.6877376,85.33689009999999,Baneshwor,coffee_shop,coffee_shop
14,2,0,36,24,13,0,66,7,25,90,21,15,28,4.435714285714286,168.35714285714286,210.13367224761276,ChIJ1Spl9eIZ6zkRv8nP9OwELrw,27.6843198,85.3398753,Baneshwor,coffee_shop,coffee_shop
20,3,1,13,14,4,0,59,12,10,43,13,7,15,4.493333333333334,51.0,21.63866022719437,ChIJszfrUAAZ6zkR7HE8sCuHyjo,27.6948221,85.327726,Baneshwor,coffee_shop,coffee_shop
10,0,0,27,19,12,1,53,1,12,104,29,15,21,4.473684210526317,43.1578947368421,13.564438626143355,ChIJT-gGOAAZ6zkRn1CNZiT5rFE,27.6908011,85.3456003,Baneshwor,coffee_shop,coffee_shop
26,2,0,42,19,9,1,58,6,23,70,27,15,16,4.44375,79.0625,132.2690266864497,ChIJh9-FdwAZ6zkRdT4kdulW4BU,27.7020335,85.33613729999999,Baneshwor,coffee_shop,coffee_shop
19,1,0,7,34,5,1,57,5,13,60,27,8,12,4.290909090909091,32.63636363636363,92.993988133659,ChIJp89_0vMZ6zkRXjkQgCy2w2E,27.7009254,85.3228752,Baneshwor,coffee_shop,coffee_shop
46,7,2,57,41,20,0,60,8,19,79,34,12,44,4.293023255813953,222.8372093023256,67.59211336200013,ChIJP86LJgAZ6zkR7qnmxJYReJE,27.6898605,85.3392372,Baneshwor,coffee_shop,coffee_shop
10,0,0,5,10,3,0,15,3,16,31,7,12,4,4.375,75.0,72.23343732885046,ChIJLRSyNpQZ6zkRn59aBsnf-yI,27.7103239,85.3329952,Baneshwor,coffee_shop,coffee_shop
18,0,0,22,11,11,0,34,3,8,32,13,15,6,4.2,130.5,122.69204661022242,ChIJ2V1xmZ0Z6zkRKLskhptgQpg,27.7049571,85.3415878,Baneshwor,coffee_shop,coffee_shop
25,1,0,45,23,9,1,60,4,19,51,31,14,22,4.277272727272727,114.5,20.530240161857346,ChIJN8ozxLMZ6zkRhsIRkXptlLc,27.6992055,85.3382542,Baneshwor,coffee_shop,coffee_shop
9,1,0,3,4,2,0,16,0,2,0,2,2,6,4.55,13.0,6.514362559227539,ChIJK4O-5dwZ6zkRon9jY-Mc3BQ,27.7166597,85.34424779999999,Baneshwor,educational_institution,coffee_shop
14,2,0,36,8,10,3,26,10,15,68,16,4,83,4.425609756097561,176.34146341463415,31.450082556868782,ChIJQ3zJvbAb6zkRqgMMjJ3S05k,27.7203663,85.3586382,Baneshwor,coffee_shop,coffee_shop
45,5,1,35,17,11,7,63,13,44,60,29,29,67,4.570149253731343,304.1044776119403,71.6383649162236,ChIJfVsitGIZ6zkRD4NPHGzc1Ks,27.7164726,85.3071396,Baneshwor,coffee_shop,coffee_shop
24,0,0,39,17,14,0,63,4,13,66,18,20,12,4.2,82.58333333333333,115.15292744658618,ChIJZS3u05hblDkR0nfOsy61A9g,27.702900900000003,85.34114439999999,Baneshwor,coffee_shop,coffee_shop
39,2,1,39,27,10,1,56,5,20,72,37,10,30,4.323333333333333,137.96666666666667,0.014834545745469139,ChIJ4TgxViwZ6zkRUf3i-xTuEuE,27.694255,85.33473579999999,Baneshwor,coffee_shop,coffee_shop
62,6,3,37,19,12,17,72,10,34,119,20,43,74,4.3999999999999995,281.5135135135135,26.648200887076474,ChIJ1SctI0kZ6zkRcd1mb8JxApg,27.7097076,85.3146704,Baneshwor,coffee_shop,coffee_shop
2,2,0,19,8,7,0,35,1,6,53,15,11,10,4.633333333333334,82.55555555555556,8.754211168284826,ChIJmRnjEkgZ6zkRk636_R7Ifko,27.672013,85.34671159999999,Baneshwor,coffee_shop,coffee_shop
16,1,0,28,12,8,0,84,3,30,91,18,40,10,4.470000000000001,97.5,174.9188628445142,ChIJ5bL1EukZ6zkRRvTc6JYjZ3s,27.6806229,85.3310456,Baneshwor,coffee_shop,coffee_shop
22,4,0,27,25,10,2,57,5,18,59,27,19,6,4.683333333333334,46.333333333333336,179.543705073256,ChIJ2XzBeQAZ6zkRBstaE5cCTBY,27.7046725,85.32985769999999,Baneshwor,coffee_shop,coffee_shop
48,4,2,60,53,12,1,82,9,12,78,34,10,39,4.274358974358974,193.02564102564102,81.06533892678397,ChIJAZP1QQgZ6zkRouvNkikIrQE,27.6873326,85.33297139999999,Baneshwor,coffee_shop,coffee_shop
47,7,2,54,40,18,0,61,8,18,87,33,12,40,4.230769230769231,228.4102564102564,67.59211336200013,ChIJE4xocnYZ6zkRdOmJlEYdSik,27.6904544,85.33908079999999,Baneshwor,coffee_shop,coffee_shop
16,3,0,47,16,12,7,89,1,18,81,12,13,20,4.325,105.85,53.8065969576944,ChIJqXExGQAZ6zkRYOxWZVdwGCg,27.6860714,85.3157859,Baneshwor,coffee_shop,coffee_shop
27,0,0,10,3,2,0,17,2,4,26,11,6,3,4.6000000000000005,66.0,135.77292272367356,ChIJJZY54-oZ6zkRXcNVYu-A2Dw,27.6925697,85.2985741,Baneshwor,coffee_shop,coffee_shop
43,4,2,19,16,7,21,67,16,67,89,26,31,102,4.571287128712871,320.53465346534654,57.09571383207872,ChIJQXLpFZgZ6zkRtofrND8DEWs,27.7150428,85.31190169999999,Baneshwor,coffee_shop,coffee_shop
39,0,0,34,14,10,21,52,14,53,114,31,45,90,4.528888888888889,291.5444444444444,25.805542823922213,ChIJNzy-nVQZ6zkRTrqAgMIWJ5I,27.7114241,85.3087956,Baneshwor,coffee_shop,coffee_shop
22,3,0,19,18,3,1,54,14,11,45,16,8,17,4.53529411764706,30.58823529411765,136.44488496329168,ChIJW1T11GsZ6zkR04SpvHMBQtU,27.6931041,85.3279955,Baneshwor,coffee_shop,coffee_shop
49,6,2,54,46,14,1,69,12,13,89,25,9,40,4.2375,275.65,68.45604950597577,ChIJz9DjBcoZ6zkRzjptAIEScFI,27.6866732,85.3359557,Baneshwor,coffee_shop,coffee_shop
45,0,1,23,14,10,23,49,17,61,96,27,35,103,4.5323529411764705,314.38235294117646,139.7745259496307,ChIJzRhRxpcZ6zkRkNCqmdT8GmM,27.7128965,85.3088215,Baneshwor,restaurant,coffee_shop
56,6,3,60,47,15,1,72,11,14,70,27,10,45,4.255555555555556,220.77777777777777,17.983819957746945,ChIJyZMf4N0Z6zkR9dvPbUCBosc,27.6881102,85.3351323,Baneshwor,coffee_shop,coffee_shop
56,1,1,31,15,9,21,67,20,62,99,24,34,110,4.53302752293578,288.11009174311926,17.060729645170166,ChIJs2JFIqEZ6zkRglJGdkpIc2Q,27.7123197,85.31144479999999,Baneshwor,restaurant,coffee_shop
24,7,0,19,31,7,1,76,2,11,78,38,15,15,4.521428571428571,32.5,61.31250345398412,ChIJi-PquGEZ6zkRy-KrKMEuNWE,27.7022594,85.32590139999999,Baneshwor,coffee_shop,coffee_shop
20,3,4,14,33,6,4,66,11,28,71,16,22,11,4.172727272727273,100.0,281.0145971220322,ChIJ_0tHDmQZ6zkRhy38P3YzgrI,27.7099414,85.3267309,Baneshwor,coffee_shop,coffee_shop
21,4,1,14,14,4,1,65,12,13,52,15,8,17,4.5,24.470588235294116,12.829120883259053,ChIJUwIb6rgZ6zkRLCw2mOvuWwc,27.6956246,85.328428,Baneshwor,coffee_shop,coffee_shop
21,5,0,41,40,20,0,82,5,18,108,19,13,26,4.296,185.84,29.7023843691526,ChIJBelmwpMZ6zkRwnVoRBYWlTk,27.6876085,85.3408242,Baneshwor,coffee_shop,coffee_shop
34,0,0,33,13,12,20,49,16,52,110,28,34,86,4.527906976744186,271.7906976744186,72.52426352921864,ChIJIc25QKgZ6zkRbz_lXTXM2oY,27.7119382,85.30780039999999,Baneshwor,coffee_shop,coffee_shop
21,4,0,13,29,8,1,66,4,11,71,35,11,15,4.421428571428572,39.214285714285715,81.05518250706386,ChIJM0G-WgAZ6zkRQ5pj0vcugqI,27.7014329,85.3248034,Baneshwor,coffee_shop,coffee_shop
35,3,2,17,13,7,17,53,11,50,81,14,17,94,4.535483870967742,347.7204301075269,54.643530970275364,ChIJIX5slu4Z6zkRi09kEF3leD4,27.7151763,85.3141698,Baneshwor,coffee_shop,coffee_shop
17,7,0,49,12,21,4,45,1,24,40,7,18,3,3.766666666666667,239.0,435.4527668533654,ChIJ67J8M7IZ6zkRvKc7Tb6NWUQ,27.6908309,85.3178159,Baneshwor,coffee_shop,coffee_shop
76,0,2,39,3,10,11,62,15,17,72,21,90,57,4.190740740740741,172.5185185185185,4.444566718272932,ChIJgR0OwFAZ6zkRb_NadwNQYoo,27.703044,85.30763259999999,Baneshwor,coffee_shop,coffee_shop
64,2,2,37,14,8,22,68,14,54,112,24,46,105,4.5115384615384615,263.0769230769231,29.626048392936035,ChIJ0eBjuSgZ6zkRFrzS1BS9v-w,27.7115942,85.3113844,New Road,restaurant,restaurant
58,3,3,32,13,7,21,63,10,52,107,17,29,117,4.501724137931034,281.4655172413793,53.69099125113945,ChIJKRoo4lMZ6zkRPbStKEegYA8,27.7123015,85.31318879999999,New Road,restaurant,restaurant
76,0,2,37,3,11,11,62,15,17,77,21,92,57,4.192592592592593,172.14814814814815,34.930893322084465,ChIJAxEJE1YY6zkRK3lzdvNjNds,27.7033874,85.3076282,New Road,restaurant,restaurant
61,3,1,40,13,12,22,71,10,42,156,24,57,86,4.514117647058823,256.84705882352944,17.653400906446613,ChIJI5cshWMZ6zkRFeDpxhjG2BA,27.7103074,85.3109715,New Road,restaurant,restaurant
65,1,2,40,2,8,10,69,17,19,85,19,80,58,4.148148148148148,119.46296296296296,103.1481730670497,ChIJZRXgagAZ6zkRWDo93LKEqSI,27.7004267,85.30767019999999,New Road,restaurant,restaurant
38,0,0,34,14,11,20,48,14,52,116,29,43,90,4.5377777777777775,291.68888888888887,28.035969966448892,ChIJfzH9NoQZ6zkRY6MimRHVnH0,27.7114818,85.3085188,New Road,restaurant,restaurant
93,2,2,46,4,22,12,71,21,20,119,16,88,61,4.264406779661018,168.864406779661,32.36165324340724,ChIJTQUWtIsZ6zkRWnavyCQyYFA,27.7038458,85.3103565,New Road,asian_restaurant,restaurant
75,0,1,34,3,12,12,64,15,17,78,21,94,56,4.241509433962264,176.33962264150944,34.930893322084465,ChIJ1RJPR3oZ6zkRr5ahZWt5CAs,27.703702000000003,85.3076057,New Road,restaurant,restaurant
41,0,0,31,14,10,21,54,10,50,115,29,51,86,4.522093023255814,290.54651162790697,40.35367744098197,ChIJ4SyB8jEZ6zkRxcdp8sfukf0,27.7110928,85.3089655,New Road,restaurant,restaurant
50,2,0,25,10,8,1,49,5,12,57,22,38,6,4.733333333333333,25.666666666666668,249.8142316703216,ChIJpZQkNl0Z6zkRMqJyJrRyBTc,27.697006800000004,85.3020865,New Road,restaurant,restaurant
68,0,2,39,3,11,11,62,16,21,63,23,85,60,4.142857142857143,170.26785714285714,5.7963287538860735,ChIJI-QwKQAZ6zkRyDhhLE__3lI,27.7022505,85.3076052,New Road,restaurant,restaurant
46,6,4,20,13,3,8,67,7,16,60,9,7,61,4.4,249.46666666666667,5.517951635789097,ChIJTadnFTQZ6zkRSbgoV1P0f9o,27.7122165,85.3175127,New Road,ramen_restaurant,restaurant
32,3,2,14,2,8,1,65,10,7,83,9,37,8,3.85,9.875,74.5335621444046,ChIJo6M5BHAZ6zkRDwbGRCrpq2c,27.6956683,85.3088842,New Road,indian_restaurant,restaurant
78,1,3,37,3,10,10,66,22,18,100,16,85,62,4.179310344827586,161.77586206896552,3.330482231791571,ChIJX497NIYZ6zkRz2V32uTQHYg,27.7018091,85.3085371,New Road,restaurant,restaurant
46,3,2,21,19,8,22,67,17,74,97,22,32,112,4.565765765765765,299.54954954954957,15.653119804797463,ChIJMZQcq_0Y6zkR9a1nvFHSVJY,27.7142291,85.3112428,New Road,restaurant,restaurant
79,4,4,31,3,13,7,68,20,21,111,12,54,55,4.21923076923077,121.63461538461539,60.11200199986154,ChIJ7f4sHsAZ6zkR6ihoZtPqKXg,27.7011492,85.3108029,New Road,restaurant,restaurant
79,0,2,41,3,13,11,65,16,17,93,20,91,58,4.203636363636363,173.4,26.344323681026154,ChIJER-ScVYY6zkR15fjL59K8jk,27.7030669,85.3079085,New Road,restaurant,restaurant
44,0,2,20,14,7,23,62,17,74,91,24,32,112,4.551351351351351,293.5945945945946,11.999624727843495,ChIJib8GG_gY6zkRokwFKoH9w3c,27.7135653,85.3103256,New Road,steak_house,restaurant
53,3,2,22,18,9,22,68,17,76,105,27,42,112,4.561261261261261,297.3693693693694,12.83351613426303,ChIJJ1ov8fwY6zkRvnBM1XPJm-E,27.7145392,85.310165,New Road,thai_restaurant,restaurant
71,0,3,39,3,11,10,63,21,17,90,20,83,61,4.173684210526316,165.87719298245614,32.42796828593121,ChIJI4gXLFQZ6zkRBKOKmdMY0LQ,27.7013044,85.3080186,New Road,restaurant,restaurant
